UNIQUE_READS_PERCENT, POLICY, READ_WRITES, CACHE_SIZE, RAM_SIZE, HIT, MISS, RATIO,TIME ns
10.0,FIFO, 2001,20,1000,205 ,795, 0.205,14.345407485961914
10.0,LRU, 2001,20,1000,222 ,778, 0.222,16.02935791015625
10.0,LFU, 2001,20,1000,201 ,799, 0.201,15.021085739135742
10.0,FIFO, 2001,20,1000,224 ,776, 0.224,15.656232833862305
10.0,LRU, 2001,20,1000,201 ,799, 0.201,15.628814697265625
10.0,LFU, 2001,20,1000,196 ,804, 0.196,15.642642974853516
10.0,FIFO, 2001,20,1000,201 ,799, 0.201,15.546560287475586
10.0,LRU, 2001,20,1000,200 ,800, 0.2,15.677690505981445
10.0,LFU, 2001,20,1000,214 ,786, 0.214,15.625476837158203
10.0,FIFO, 2001,20,1000,200 ,800, 0.2,15.624761581420898
10.0,LRU, 2001,20,1000,212 ,788, 0.212,15.60068130493164
10.0,LFU, 2001,20,1000,194 ,806, 0.194,15.626668930053711
10.0,FIFO, 2001,20,1000,210 ,790, 0.21,15.65408706665039
10.0,LRU, 2001,20,1000,190 ,810, 0.19,9.546279907226562
10.0,LFU, 2001,20,1000,188 ,812, 0.188,15.65694808959961
10.0,FIFO, 2001,20,1000,190 ,810, 0.19,15.624761581420898
